,atclNo,cortarNo,lat,lng,atclNm,atclStatCd,rletTpNm,rletTpCd,tradTpNm,tradTpCd,flrInfo,prc,rentPrc,spc1,spc2,direction,atclFetrDesc,tagList,repImgUrl,repImgThumb
4,2233693288,1141010700,37.570025,126.96083,상가주택,R0,상가주택,D05,매매,A1,5/B1,95000,0,48,201,남향,입지 좋은  수익성 상가주택 전체,"['25년이상', '방네개이상', '화장실네개이상', '남향']",,
5,2233679297,1141011100,37.580163,126.950672,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,5/12,60000,90,116,84,남동향,안산전망 v 무악재역3분거리 v 시스템4 v 조합옵션,"['2년이내', '융자금없는', '역세권', '방세개']",,
6,2233712211,1141011100,37.591069,126.943503,대,R0,토지,E03,매매,A1,-,85000,0,33,0,,교통요지인  홍제역 인왕시장 재개발지역의 무허가건물상가로 투자가치 좋은곳,['역세권'],,
7,2233694653,1141010500,37.567349,126.964157,상가건물,R0,건물,D04,월세,B2,8/B1,6000,470,255,1175,,서대문역세권  도로변 위치  엘베있고 스터디카페 추천,['역세권'],,
8,2233703309,1141011800,37.583088,126.934942,단독,R0,단독/다가구,C03,매매,A1,고/4,88000,0,259,186,남향,포룸 깨끗한 고급빌라 뷰최고 신혼부부 강력추천,"['25년이상', '화장실세개', '대형평수']",/20220928_293/land_naver_1664347890280kuvUx_JPEG/wm_637999761044191618_14818619_202292815332614.jpg,f130_98
9,2233678654,1141011900,37.578983,126.909225,빌라,R0,빌라,C02,매매,A1,4/5,35000,0,59,52,남서향,깔끔한 내부  활용도 높은 베란다  북초교인접  방3 거실 잘나온 구조,"['25년이내', '소형평수', '방세개', '화장실한개']",,
10,2233703543,1141010500,37.567349,126.964157,일반상가,R0,상가,D02,월세,B2,5/8,3000,260,137,137,서향,병원.학원.사무실.필라테스.수련원 등,"['25년이내', '융자금적은', '역세권', '관리비10만원이하']",,
11,2233710536,1141011100,37.580329,126.949867,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,10/17,70000,0,82,59,남향,"무악재역3분, 안산 전망굿, 풀옵션","['2년이내', '융자금없는', '역세권', '방세개']",,
12,2233706877,1141011100,37.591189,126.943778,일반상가,R0,상가,D02,매매,A1,2/2,85000,0,33,33,,홍제동 랜드마크인 인왕시장 재개발지역의 시장 상가,"['역세권', '총2층']",,
13,2233696459,1141011100,37.588707,126.949138,홍제원현대(홍제원힐스테이트),R0,아파트,A01,전세,B1,2/18,60000,0,107,84,남향,"남향집, 홍제역 가까운동, 가격조절가능, 협의입주, 주차편리","['25년이내', '융자금없는', '방세개', '화장실두개']",,
14,2233689165,1141011100,37.580942,126.95007,서대문푸르지오센트럴파크,R0,아파트분양권,B01,매매,A1,2/17,140000,0,102,75,남서향,"초입동, 무악재역 초역세권, 신축 첫입주, 시스템에어컨, 조합원 풀옵션","['2년이내', '역세권', '화장실두개', '방세개']",,
15,2233711507,1141011100,37.58636,126.94496,빌라,R0,빌라,C02,매매,A1,중/3,80000,0,97,97,남서향,"홍제역 역세권의 넓고 햇빛 좋은 집,대지지분이 큼","['25년이상', '역세권', '방세개', '화장실한개']",,
16,2233692023,1141011100,37.591095,126.944931,빌라,R0,빌라,C02,매매,A1,7/7,65000,0,59,49,남동향,역세권5분이내평지 태양광설치 테라스있음,"['10년이내', '테라스', '역세권', '소형평수']",,
17,2233718139,1141011700,37.570919,126.925546,빌라,R0,빌라,C02,매매,A1,1/3,120000,0,186,102,남동향,넓은 테라스가 있는 신축 빌라,"['2년이내', '테라스', '1층']",/20220928_281/land_naver_16643518321041hV8j_JPEG/wm_637999800827954427_14516752_202292816385.jpg,f130_98
18,2233699947,1141011700,37.570919,126.925546,빌라,R0,빌라,C02,매매,A1,2/3,100000,0,153,84,남동향,개방감 좋은 모던한 신축 빌라,"['2년이내', '화장실두개', '대형평수']",/20220928_295/land_naver_1664347463990WcMXf_JPEG/wm_637999764305372111_14516752_202292815189.jpg,f130_98
19,2233708064,1141011100,37.59155,126.94579,일반상가,R0,상가,D02,월세,B2,1/3,3000,200,130,110,북동향,홍제3호선 역세권 1층 점포 공장 창고 다용도 점포 주차3대,"['25년이상', '융자금없는', '역세권', '1층']",,
0,2233648242,1141011700,37.567672,126.921743,단독,R0,단독/다가구,C03,매매,A1,2/-,180000,0,155,230,남향,l브리치l 연희동 신축 단독 주택 매매,"['2년이내', '방네개이상', '화장실네개이상']",/20220928_1/land_naver_1664332826962G56AI_JPEG/1660724347843-25.jpg,f130_98
1,2233673260,1141011700,37.572874,126.928277,빌라,R0,빌라,C02,매매,A1,2/5,58000,0,86,56,남동향,l브리치l 연희동 신축급 빌라 매매,"['10년이내', '방세개', '화장실두개', '주차가능']",,
2,2233671409,1141010500,37.567349,126.964157,일반상가,R0,상가,D02,월세,B2,4/8,6000,470,303,255,남향,아파트단지 스터디카페추천,"['25년이내', '융자금없는', '역세권', '관리비20만원이하']",,
3,2233646440,1141011000,37.557944,126.957712,신촌헤리센트(도시형),R0,아파트분양권,B01,전세,B1,8/10,45000,0,44,29,남향,신축 .1.5룸복층  풀옵션. 역세권 2분 거리 .전세 자금 가능 .,"['2년이내', '융자금없는', '역세권', '복층']",,
4,2233667760,1141011100,37.580186,126.951408,단독,R0,단독/다가구,C03,매매,A1,3/B1,135000,0,139,301,남동향,"무악재 초역세권, 투자 or 실입주 가능","['25년이상', '역세권', '방네개이상', '화장실네개이상']",,
5,2233645638,1141011700,37.572727,126.931704,단독,R0,단독/다가구,C03,월세,B2,2/2,38000,50,100,100,남동향,l브리치l 연희동 환상뷰 단독주택 탑층 반전세,"['25년이상', '융자금없는', '방네개이상']",/20220928_10/land_naver_16643327036837Kkmu_JPEG/1663402632306-12.jpg,f130_98
6,2233667312,1141011100,37.583165,126.949069,빌라,R0,빌라,C02,전세,B1,3/3,25000,0,63,58,동향,"3호선라인 초역세,올수리,11월 입주,주차가능","['25년이상', '융자금없는', '올수리', '역세권']",,
7,2233653328,1141011900,37.570878,126.91296,복합상가,R0,상가,D02,월세,B2,5/6,3000,140,94,48,남서향,"학원,사무실 추천,","['10년이내', '역세권', '관리비20만원이하', '주차가능']",,
8,2233672379,1141011700,37.562386,126.931138,일반상가,R0,상가,D02,월세,B2,1/6,3000,170,113,65,북동향,l리치l 연희동 대로변 무권리 1층 사무실. 연대 도보 3분,"['25년이상', '융자금없는', '1층', '관리비10만원이하']",,
9,2233661511,1141011100,37.580163,126.950672,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,3/12,30000,180,103,75,남동향,시원한 전망으로 조합풀옵션입니다.,"['2년이내', '융자금없는', '역세권', '방세개']",,
10,2233671729,1141011800,37.599496,126.944669,북한산두산위브2차,R0,아파트,A01,전세,B1,1/11,43000,0,78,56,남서향,신축2년 v 테라스형 v 북한산산세권,"['2년이내', '융자금없는', '테라스', '1층']",,
11,2233665531,1141011700,37.57039,126.925261,단독,R0,단독/다가구,C03,매매,A1,2/B1,270000,0,333,260,남동향,연희동 궁둥공원 인근 전망좋은 테라스가 있는 관리잘된 정원이 매력적인 집,"['25년이상', '테라스', '마당']",/20220928_235/land_naver_1664336715229792n9_JPEG/wm_637999655351781085_14542176_20228301873110.jpg,f130_98
12,2233640275,1141011000,37.565657,126.956129,북아현비버리힐,R0,아파트,A01,매매,A1,1/7,95000,0,144,129,남향,"급매 방4, 욕실 2의 조용하고 테라스 있는 멋진 뷰 맛집","['25년이내', '테라스', '1층']",/20220928_279/land_naver_1664331733332xmX34_JPEG/temp_reg_image_4.jpg,f130_98
13,2233665659,1141011100,37.5829,126.94591,홍제한양,R0,아파트,A01,매매,A1,14/15,85000,0,76,60,남향,"전체 리모델링, 안산 품은 공기 좋은 초역세권 아파트, 로얄층","['25년이상', '방두개', '화장실한개', '고층']",,
14,2233645979,1141011600,37.559579,126.929312,일반상가,R0,상가,D02,월세,B2,B1/3,2000,160,60,56,남서향,l리치l 무권리 1층 상가. 학생 많은곳. 원룸촌. 홍대역 6분,"['25년이상', '융자금없는', '역세권', '관리비10만원이하']",,
15,2233653334,1141011700,37.568708,126.930618,일반상가,R0,상가,D02,월세,B2,2/3,4000,400,116,116,남서향,l브리치l 연희동 카페거리 공원 앞 최고입지 상가 임대,"['4년이내', '융자금없는', '관리비10만원이하', '주차가능']",,
16,2233636919,1141011800,37.586946,126.924149,힐스테이트홍은포레스트,R0,아파트분양권,B01,전세,B1,4/14,65000,0,95,72,남향,"신축첫입주, 확장형, 시스템에어컨4대, 햇빛 잘드는 남향","['2년이내', '융자금없는', '방세개', '화장실두개']",,
17,2233656791,1141011700,37.57637,126.929857,연희파크푸르지오,R0,아파트,A01,월세,B2,13/16,20000,170,109,84,남서향,즉시입주 가능 조망 채광 좋음 시스템에어컨 4대 중문 아주 깨끗,"['4년이내', '융자금없는', '방세개', '화장실두개']",,
18,2233657831,1141011800,37.593908,126.94042,e편한세상홍제가든플라츠,R0,아파트분양권,B01,전세,B1,18/26,55000,0,80,59,남서향,"백련산 파노라마 뷰,최고 옵션,강추 합니다.","['2년이내', '융자금없는', '방세개', '화장실두개']",,
19,2233659843,1141011900,37.581032,126.910053,단독,R0,단독/다가구,C03,전세,B1,B1/2,7000,0,41,41,남동향,융자무. 수리되어 깨끗함. 공실 빠른입주가능.,"['25년이상', '융자금없는', '역세권', '소형평수']",,
0,2233615229,1141011100,37.586189,126.946408,일반상가,R0,상가,D02,월세,B2,B1/7,12000,1100,1143,1057,북동향,"대형스크린골프전문,고급궁중요리,테마식당,글램핑,가구전시매장,카페","['25년이내', '융자금없는', '역세권', '주차가능']",,
1,2233619074,1141011100,37.586458,126.947277,일반상가,R0,상가,D02,월세,B2,1/3,2000,70,83,67,북서향,"대로근접 1층상가,통신판매,작업실,사무실,무소음 공방","['25년이상', '융자금없는', '역세권', '1층']",,
2,2233630231,1141011700,37.569264,126.925994,빌라,R0,빌라,C02,매매,A1,2/4,43000,0,84,42,북동향,대지분큰 투자성좋은 5년된 3룸,"['10년이내', '화장실한개', '방세개']",/20220928_294/land_naver_1664330129877MmTUO_JPEG/wm_637999591224034103_13997338_202282914181110.jpg,f130_98
3,2233616382,1141011100,37.587825,126.945746,일반상가,R0,상가,D02,월세,B2,2/3,5000,350,96,96,남서향,"초역세권 대로접 상가,미용실,스튜디오,교습소 굿","['25년이상', '융자금없는', '역세권', '총3층']",,
4,2233632366,1141011800,37.60332,126.949849,빌라,R0,빌라,C02,전세,B1,중/3,25000,0,73,42,남서향,"신축급으로 상태상급좋아요, 입주협의","['4년이내', '융자금없는', '방두개']",/20220928_1/land_naver_1664333956163DIMUx_JPEG/1648890830031023.jpg,f130_98
5,2233626927,1141011100,37.581725,126.95018,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,5/15,60000,0,75,55,남서향,"10월첫입주신축    무악재역 초역세권, 전실에어컨","['2년이내', '융자금없는', '역세권', '방두개']",,
6,2233635105,1141011000,37.558162,126.957153,다가구,R0,단독/다가구,C03,월세,B2,B1/3,500,40,82,33,남서향,반지하 방2 아현2분 빠른입주,"['25년이상', '융자금없는', '역세권', '방두개']",,
7,2233617529,1141011100,37.586387,126.947166,일반상가,R0,상가,D02,월세,B2,2/4,2000,150,71,71,남서향,"탁 트인 전망 좋은 삼거리센터2층,무권리,노출굿,즉시","['25년이상', '융자금없는', '역세권', '총4층']",,
8,2233626410,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,월세,B2,10/16,45000,30,75,55,남서향,"확장형,  타일 줄눈시공, 풀옵션, 10월첫입주신축    신혼부부강추","['2년이내', '융자금없는', '역세권', '방두개']",,
9,2233620761,1141011100,37.585372,126.948311,일반상가,R0,상가,D02,월세,B2,1/3,3000,170,40,40,남서향,"대로이면 코너1층,대단지 아파트 초입,대로에서 보이는 상가","['25년이상', '융자금없는', '역세권', '1층']",,
10,2233629274,1141010200,37.561652,126.962719,일반상가,R0,상가,D02,월세,B2,1/5,4000,200,27,27,남향,"BEST 최고위치,오피스중심상가 직장인다수,권리금 보증금 협의가능","['10년이내', '융자금없는', '테라스', '역세권']",,
11,2233617423,1141011800,37.601938,126.947425,빌라,R0,빌라,C02,매매,A1,5/5,33700,0,50,33,동향,2016년식. 방3 거실. 투자가치 좋은곳,"['10년이내', '소형평수', '탑층']",/20220928_56/land_naver_1664328448643Bgfxj_JPEG/%C8%AB%C0%BA10-197_%C7%D8%B9%D0%B8%B6%C0%BB2%C2%F7_2.jpg,f130_98
12,2233616027,1141011100,37.587825,126.945746,일반상가,R0,상가,D02,월세,B2,B1/3,3000,130,96,96,남서향,"홍제 초역세권A급상권,가요교실,무용,필라테스,뮤직,사진스튜디오","['25년이상', '융자금없는', '역세권', '총3층']",,
13,2233614558,1141011900,37.571264,126.912257,중소형사무실,R0,사무실,D01,월세,B2,2/3,3000,140,103,67,남서향,래미안이편한과 래미안2차주출입구통행로2층 각종학원병원미용관련업종성업,"['10년이내', '융자금없는', '역세권', '관리비10만원이하']",,
14,2233619350,1141011100,37.585715,126.947875,일반상가,R0,상가,D02,월세,B2,1/3,6000,290,59,59,남서향,"전면 넓은 상가,대로변1층,음식점,냉면,불고기,쭈삼겹,닭갈비,참치회 등","['25년이상', '융자금없는', '역세권', '1층']",,
15,2233616765,1141011100,37.58818,126.945341,일반상가,R0,상가,D02,월세,B2,1/3,20000,1800,95,95,남서향,"무권리,홍제A급센터 핫플레이스,법인,금융,약국,브랜드안테나샵","['25년이상', '융자금없는', '역세권', '1층']",,
16,2233625921,1141011100,37.580966,126.950746,서대문푸르지오센트럴파크,R0,아파트분양권,B01,전세,B1,10/16,52000,0,75,55,남서향,"확장형,  타일 줄눈시공, 풀옵션, 10월첫입주신축    신혼부부강추","['2년이내', '융자금없는', '역세권', '방두개']",,
17,2233636814,1141011100,37.584689,126.936466,빌라,R0,빌라,C02,월세,B2,5/5,3000,70,39,39,남동향,"홍제천변,안산둘레길 이 바로 앞, 공기 좋고 뷰 좋은 깨끗한 빌라","['10년이내', '융자금없는', '소형평수', '탑층']",,
18,2233619711,1141011100,37.585601,126.947963,일반상가,R0,상가,D02,월세,B2,2/2,3000,150,80,80,남서향,"무권리24,정류장코앞,넓은전면,창문광고,의원,교습소,스튜디오,뷰티샵","['25년이상', '융자금없는', '역세권', '총2층']",,
19,2233629264,1141011700,37.564569,126.933482,다가구,R0,단독/다가구,C03,매매,A1,3/B1,430000,0,499,563,남동향,"다가구, 연세대 서문쪽 위치","['25년이상', '방네개이상', '화장실네개이상', '남동향']",,
0,2233612359,1141011700,37.565724,126.925527,일반상가,R0,상가,D02,월세,B2,1/6,2000,120,35,35,남향,연희임광아파트 초인근 O 1층상가 O 전용10 O 입주협의 가능,"['10년이내', '융자금없는', '1층', '엘리베이터']",,
1,2233591566,1141011100,37.585497,126.950915,인왕산현대(인왕산힐스테이트),R0,아파트,A01,전세,B1,3/18,53000,0,107,84,남향,"추천, 시세보다 저렴한 전세로 깔끔하게 수리 해줍니다,남향","['25년이내', '융자금없는', '방세개', '화장실두개']",,
2,2233604089,1141011900,37.578952,126.914754,빌라,R0,빌라,C02,월세,B2,3/5,15000,80,50,44,남동향,"신축급,방3,화2,거실,에어컨,엘리베이터,주차가능,신혼추천","['4년이내', '융자금없는', '화장실두개', '소형평수']",,
3,2233585547,1141011000,37.562798,126.956605,단독,R0,단독/다가구,C03,매매,A1,2/B1,150000,0,80,147,남동향,북아현3구역 입주권2개 나오는 다가구 매물,"['25년이상', '방네개이상', '남동향']",,
4,2233586038,1141011800,37.593456,126.943228,풍림2차,R0,아파트,A01,매매,A1,2/15,90000,0,118,107,남향,홍제초가까운 초품아V집보기가능V입주일협의V,"['25년이상', '방네개이상', '화장실두개', '저층']",,
5,2233605006,1141011700,37.571195,126.926693,단독,R0,단독/다가구,C03,전세,B1,3/B1,180000,0,233,331,남동향,연희동 내외부 심플한 디자인과 탁트인 전망이 기가막힌 신축 단독주택,"['2년이내', '융자금없는', '방네개이상']",/20220928_76/land_naver_1664328096976mvh3E_JPEG/1659347564061229.jpg,f130_98
6,2233587625,1141011100,37.58353,126.94268,홍제성원,R0,아파트,A01,매매,A1,17/17,77000,0,109,84,남서향,"33 안산뷰 넓게잘나온구조 초,중교인접 주차넉넉 11월중순이후","['25년이내', '탑층', '방세개', '화장실두개']",,
7,2233593297,1141011100,37.58799,126.9503,홍제원현대(홍제원힐스테이트),R0,아파트,A01,매매,A1,7/18,80000,0,82,59,남서향,역세권.수리되어깨끗함.조용한로얄동.입주가능.,"['25년이내', '방세개', '화장실한개', '중층']",,
8,2233595487,1141011100,37.585497,126.950915,인왕산현대(인왕산힐스테이트),R0,아파트,A01,전세,B1,6/18,45000,0,83,59,남서향,"수리된 깔끔한 집, 12월 입주 가능","['25년이내', '융자금없는', '방세개', '화장실한개']",,
9,2233590203,1141011100,37.58794,126.94948,홍제원현대(홍제원힐스테이트),R0,아파트,A01,전세,B1,7/18,45000,0,82,59,남서향,"수리되어 있어 깨끗한집.홍제역 역세권,새로 도배해줍니다,","['25년이내', '융자금없는', '방세개', '화장실한개']",,
10,2233596073,1141011100,37.5817,126.95139,무악청구1차,R0,아파트,A01,월세,B2,14/17,45000,20,104,84,동향,최고로얄층 인왕산숲전망 일조전망좋아요 좋은가격입니다 입주협의 전세가능,"['25년이상', '융자금없는', '역세권', '방세개']",,
11,2233584386,1141011100,37.583646,126.948294,홍제센트럴아이파크,R0,아파트,A01,매매,A1,6/17,133000,0,83,59,남서향,25 역 가까운 인기최상동 A급상태 에4 조합원풀옵션 전세안고.,"['4년이내', '방세개', '화장실두개', '중층']",,
12,2233590339,1141011100,37.58799,126.9503,홍제원현대(홍제원힐스테이트),R0,아파트,A01,전세,B1,3/18,42000,0,82,59,남향,"수리되어 깨끗한집,조용하고아늑한 인기동","['25년이내', '융자금없는', '방세개', '화장실한개']",,
13,2233589607,1141011100,37.58488,126.946791,홍제센트럴아이파크,R0,아파트,A01,매매,A1,17/17,148000,0,113,84,남향,34  복층형 복층에서 야외베란다이용가능 시에3대입니다 ,"['4년이내', '역세권', '복층', '탑층']",,
14,2233584000,1141011100,37.58355,126.9511,인왕산어울림,R0,아파트,A01,매매,A1,12/15,130000,0,149,119,남향,"45 확장,올수리 컨디션최상 남향 인왕산뷰 초역세권 생활편리.","['25년이내', '올수리', '역세권', '대형평수']",,
15,2233604640,1141011800,37.581071,126.934406,단독,R0,단독/다가구,C03,매매,A1,2/-,200000,0,331,256,남동향,홍은5구역재건축구역.2층단독주택,"['25년이상', '방세개', '화장실한개', '남동향']",,
16,2233593175,1141011000,37.557598,126.95769,중소형사무실,R0,사무실,D01,월세,B2,2/5,2300,230,214,132,서향,"사진첨부,  실40, 올수리 사무실,  아현역 도보1분","['25년이상', '융자금없는', '역세권', '주차가능']",,
17,2233590752,1141011100,37.585957,126.944987,고은맨숀,R0,아파트,A01,전세,B1,3/5,32000,0,84,81,서향,"방3,화1 전용25p 내부올수리 상태최상 주차가능 10월초입주","['25년이상', '융자금없는', '올수리', '방세개']",,
18,2233603962,1141011900,37.579096,126.914632,빌라,R0,빌라,C02,매매,A1,4/5,24000,0,34,27,남동향,"신축급 투룸,엘리베이터.빌트인에어컨,주차가능,빠른입주가능합니다.","['10년이내', '화장실한개', '소형평수', '방두개']",,
19,2233584964,1141011100,37.584862,126.944764,홍제센트럴아이파크,R0,아파트,A01,매매,A1,13/18,150000,0,112,84,남향,A급 안산숲 최고의전망 올리모델링 에4 비트공간 풀옵션 남향집.,"['4년이내', '방세개', '화장실두개', '고층']",,
0,2233583410,1141011900,37.582199,126.915947,빌라,R0,빌라,C02,전세,B1,중/5,28000,0,57,51,동향,"북가좌동 넓은쓰리룸 전세 . 즉시입주가능 . 주차O,반려동물도가능","['15년이내', '융자금없는', '소형평수', '방세개']",,
1,2233582390,1141011900,37.582829,126.920465,빌라,R0,빌라,C02,매매,A1,고/4,25000,0,77,54,동향,위치좋고 넓고 가격좋은 쓰리룸 매매,"['25년이내', '방세개', '화장실한개']",/20220928_63/land_naver_1664326832455uVxCK_JPEG/temp_reg_image_8.jpg,f130_98
2,2233580755,1141011100,37.587689,126.950228,홍제원현대(홍제원힐스테이트),R0,아파트,A01,월세,B2,14/18,30000,140,140,114,남향,조용한 선호동 남향 일부수리 인왕산뷰 빠른입주.금액절충가능.,"['25년이내', '융자금없는', '대형평수', '방네개이상']",,
3,2233579382,1141011100,37.5845,126.95128,인왕산현대(인왕산힐스테이트),R0,아파트,A01,매매,A1,10/18,105000,0,107,84,남서향,안산과 인왕산의 특급전망 확장 및 올수리 컨디션최상 입주협의.,"['25년이내', '올수리', '역세권', '방세개']",,
4,2233581453,1141011100,37.58799,126.9503,홍제원현대(홍제원힐스테이트),R0,아파트,A01,매매,A1,1/18,80000,0,82,59,남서향,25.부분수리 상태굿 인왕산이 병풍처럼 조용 쾌적한동 절충가능.,"['25년이내', '1층', '방세개', '화장실한개']",,
5,2233576999,1141011100,37.5845,126.95128,인왕산현대(인왕산힐스테이트),R0,아파트,A01,매매,A1,3/18,104000,0,107,84,남서향,확장 수리됨 앞트인전망 채광좋고 깨끗하게 관리잘된집.,"['25년이내', '역세권', '방세개', '화장실두개']",,
6,2233545377,1141011800,37.597376,126.93819,홍은센트레빌2단지,R0,아파트,A01,매매,A1,1/10,87000,0,119,84,남동향,하시입주 넓은평면 앞베란다앞 정원같은뷰 주차넉넉함,"['15년이내', '마당', '역세권', '1층']",,
7,2233569482,1141011100,37.590702,126.944217,일반원룸,R0,원룸,C01,전세,B1,4/5,17500,0,27,22,북동향,3호선 홍제역 역세권 베란다 풀옵션 원룸 신축빌라 전세 즉시입주가능,"['2년이내', '역세권', '소형평수']",/20220927_5/land_naver_1664265559200cQC0W_JPEG/temp_reg_image_1.jpg,f130_98
8,2233516697,1141010800,37.570208,126.959246,독립문삼호,R0,아파트,A01,매매,A1,15/18,125000,0,104,84,동향,"진출입 용이한 입구동으로  전망좋은 집, 세안고 매매","['25년이상', '방세개', '화장실두개', '고층']",,
9,2233581750,1141011100,37.584668,126.940323,홍제금호어울림,R0,아파트,A01,전세,B1,7/13,41000,0,80,59,남동향,급v전v세v집보기가능v조용한동  개방감있는 전망,"['10년이내', '융자금없는', '방세개', '화장실두개']",,
10,2233578712,1141011100,37.58292,126.95168,무악청구1차,R0,아파트,A01,전세,B1,1/12,58000,0,104,84,동향,무악재역세권 내부수리됨 입주협의가능 아이키우기좋아요 어린이집가까워요,"['25년이상', '융자금없는', '역세권', '1층']",,
11,2233574538,1141011000,37.562985,126.951318,힐스테이트신촌,R0,아파트,A01,전세,B1,3/18,65000,0,88,59,남향,"아이 키우기좋은 필로티3층, 예쁜단지정원뷰,에어컨4","['4년이내', '융자금없는', '마당']",/20220927_12/land_naver_1664266215014cuT6R_JPEG/temp_reg_image_1.jpg,f130_98
12,2233514111,1141011100,37.584604,126.950871,인왕산현대(인왕산힐스테이트),R0,아파트,A01,전세,B1,2/18,44000,0,83,59,남향,정남향 완전올수리 트인전망채광최고 쾌적하고조용해요,"['25년이내', '융자금없는', '올수리', '역세권']",,
13,2233577977,1141011100,37.58292,126.95168,무악청구1차,R0,아파트,A01,월세,B2,1/12,30000,90,104,84,동향,무악재역세권 내부수리됨 입주협의가능 아이키우기좋아요 어린이집가까워요,"['25년이상', '융자금없는', '역세권', '1층']",,
14,2233570587,1141011100,37.586326,126.941902,동일5차,R0,아파트,A01,전세,B1,2/7,30000,0,99,84,동향,전망좋은 급전세 방3 화2 수리됨,"['25년이내', '융자금없는', '역세권']",/20220930_169/land_naver_1664506708417JPOVU_JPEG/temp_reg_image_2.jpg,f130_98
15,2233545547,1141011100,37.588358,126.949494,홍제원현대(홍제원힐스테이트),R0,아파트,A01,매매,A1,11/18,85000,0,82,59,남서향,,"['25년이내', '방세개', '화장실한개', '중층']",,
16,2233532474,1141011100,37.589837,126.949737,홍제역해링턴플레이스,R0,아파트,A01,전세,B1,6/7,58000,0,84,59,남향,"남향,홍제역해링턴플레이스첫입주,조용한 숲세권,입주협의가능","['2년이내', '융자금없는', '대단지']",/20220927_34/land_naver_1664257836778DcoLl_JPEG/temp_reg_image_2.jpg,f130_98
17,2233582134,1141011100,37.587179,126.950654,홍제원현대(홍제원힐스테이트),R0,아파트,A01,매매,A1,17/18,110000,0,107,84,남향,32 초입 로얄동 남향 고층뷰 인왕산전망 즉입가능,"['25년이내', '방세개', '화장실두개', '고층']",,
18,2233537637,1141011100,37.586767,126.941107,일반원룸,R0,원룸,C01,전세,B1,2/4,8000,0,25,25,남서향,,"['10년이내', '융자금없는', '역세권', '소형평수']",,
19,2233581038,1141011000,37.558415,126.950322,e편한세상신촌,R0,아파트,A01,매매,A1,7/15,135000,0,81,59,남향,"23년1월입주가능,급매매,집상태좋아요,에2 ,남향","['10년이내', '대단지', '급매']",/20220927_116/land_naver_1664267769027KykGx_JPEG/temp_reg_image_1.jpg,f130_98
0,2233473027,1141011000,37.557931,126.955603,e편한세상신촌,R0,아파트,A01,매매,A1,19/20,180000,0,117,84,남동향,"아현역직결,로얄층,풀에어컨,중문,풀인테리어,남산뷰,갭투추천물건","['10년이내', '역세권', '대단지']",/20220927_201/land_naver_1664257999768fNxME_JPEG/1664244165480081.jpg,f130_98
1,2233470171,1141011100,37.59315,126.949268,문화촌현대,R0,아파트,A01,매매,A1,2/20,68000,0,85,59,동향,급매 입주가능 내부깨끗 입구동입니다.,"['25년이내', '급매', '방세개', '화장실한개']",,
2,2233474276,1141012000,37.578348,126.918313,DMC에코자이,R0,아파트,A01,매매,A1,7/20,145000,0,112,84,남동향,"34확장형.시스템에어컨. 내부상태최상. 초,중교근접동","['4년이내', '대단지', '방세개', '화장실두개']",,
3,2233469024,1141011900,37.575985,126.904599,월드컵현대,R0,아파트,A01,매매,A1,8/18,115000,0,137,111,남서향,DMC초역세권 실입주가능한 넓은평수 매물,"['25년이내', '역세권', '화장실두개', '대형평수']",,
4,2233482189,1141011100,37.588684,126.941541,홍제현대,R0,아파트,A01,전세,B1,11/15,45000,0,91,75,동향,"급전세, 초역세권, 올수리됨 , 홍제천 산책로 좋음","['25년이상', '융자금없는', '올수리', '역세권']",,
5,2233452280,1141011100,37.578897,126.952491,홍제삼성래미안,R0,아파트,A01,매매,A1,3/12,59000,0,48,32,남동향,"14, 올수리, 전세끼고 매물, 남동향, 숲세권3호선 역세권","['25년이내', '올수리', '역세권', '소형평수']",,
6,2233453237,1141011100,37.57822,126.95192,홍제삼성래미안,R0,아파트,A01,전세,B1,14/15,77000,0,137,114,남동향,"41,안산과 인왕산이 보이는 산조망 숲세권, 내부 깨끗, 3호선 역세권","['25년이내', '융자금없는', '대형평수', '방네개이상']",,
7,2233490897,1141011100,37.583435,126.947038,홍제한양,R0,아파트,A01,전세,B1,7/15,44000,0,95,84,남동향,정남향 수리되어깨끗함 트인전망채광최고 쾌적하고조용해요,"['25년이상', '융자금없는', '역세권', '방세개']",,
8,2233501919,1141011100,37.590599,126.949224,홍제비콘드림힐,R0,아파트,A01,매매,A1,6/15,80000,0,105,84,남향,조용하고 공기좋음. 홍제역 10분거리,"['25년이내', '방세개', '화장실두개', '중층']",,
9,2233455203,1141011100,37.578897,126.952491,홍제삼성래미안,R0,아파트,A01,전세,B1,6/12,30000,0,48,32,남동향,"14, 1인거주 신혼부부강추, 귀한소형평수, 숲세권, 3호선역세권","['25년이내', '융자금없는', '역세권', '소형평수']",,
10,2233485992,1141010800,37.569831,126.95838,독립문삼호,R0,아파트,A01,매매,A1,5/16,136000,0,130,108,남향,안산에 인접해 공기좋고 리모델링된 깨끗하게 잘 관리된 집입니다.,"['25년이상', '방네개이상', '화장실두개', '세대당1대']",,
